Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted,Topic
Polizei und Erzbistum unterzeichnen Kooperationsvertrag,22.04.2021,berlinweit,"Nr. 0880
Die Polizei Berlin und das Erzbistum Berlin haben heute einen Kooperationsvertrag unterzeichnet. Ziel dieser Zusammenarbeit ist, dass beide Institutionen mit dem
Projekt „Jüdisches Leben und Polizei – Vergangenheit trifft Gegenwart“
ein sichtbares Zeichen gegen Antisemitismus und Demokratiefeindlichkeit setzen wollen. Es soll deutlich gemacht werden, wie wichtig es war und auch heute noch ist, sich entschlossen für den Schutz der Grundrechte, z. B. der Religionsfreiheit einzusetzen.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1078082.php,berlin_police_results.csv,True,['antisemitismus'],22.04.2021,[],[],[],[],['antisemitismus'],
Rassistisch beleidigt und Hund zum Beißen aufgefordert,20.04.2021,Pankow,"Nr. 0863
In Pankow soll in der vergangenen Nacht ein Betrunkener einen anderen Mann beleidigt und seinen Hund auf ihn gehetzt haben. Nach Angaben des 38-Jährigen sei er gegen 22 Uhr auf dem Gehweg der Berliner Straße unterwegs gewesen und habe dabei Kopfhörer getragen. Plötzlich habe er den ihm Unbekannten, der mit seinem Hund unterwegs war, wild gestikulieren sehen. Er habe dann die Kopfhörer abgenommen und gehört, wie der alkoholisierte Mann ihn rassistisch beleidigte. Anschließend soll dieser dann seinen Hund aufgefordert haben, den 38-Jährigen zu beißen. Das Tier gehorchte und biss dem 38-Jährigen in den Fuß. Als ein 30-Jähriger, der das Geschehen mitbekommen hatte und die Angaben später bestätigte, dazwischen ging, wurde auch er von dem Betrunkenen beleidigt. Alarmierte Polizeikräfte nahmen den aggressiven 44-Jährigen wenig später fest und brachten ihn in einen Polizeigewahrsam, wo ihm Blut abgenommen wurde. Anschließend wurde er wieder entlassen. Gegen ihn wird nun
    wegen Beleidigung sowie gefährlicher Körperverletzung ermittelt. Der 38-Jährige trug von dem Biss leichte Verletzungen davon, auf eine ärztliche Behandlung verzichtete er vorerst.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1076968.php,berlin_police_results.csv,True,['rassistisch'],20.04.2021,['22'],"['38', '38', '38', '30', '44', '38']","['mann', 'mann']","['beleidigung', 'körperverletzung']",['rassistisch'],
Kontrolleure beleidigt,15.04.2021,Mitte,"Nr. 0824
Zum Teil fremdenfeindlichen Beleidigungen sahen sich gestern Nachmittag zwei Fahrkartenkontrolleure der Verkehrsbetriebe in Mitte ausgesetzt. Die beiden Männer und ihr Kollege überprüften gegen 14 Uhr einen Fahrgast im U-Bahnhof Schillingstraße, weil dieser ohne gültigen Fahrausweis unterwegs war. Während der Kontrolle beleidigte der 56-Jährige die beiden Bediensteten aufgrund der Maßnahme und ihres Aussehens. Der dritte Angestellte im Alter von 29 Jahren unterstützte dann seine beiden 36- und 25-jährigen Kollegen bis zum Eintreffen der alarmierten Polizei. Nach Feststellung seiner Personalien konnte der Fahrgast seinen Weg zu Fuß fortsetzen und muss sich nun wegen Beleidigung verantworten.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1075269.php,berlin_police_results.csv,True,['fremdenfeindlich'],15.04.2021,['14'],"['56', '25']",[],['beleidigung'],['fremdenfeindlichen'],
Vor Lokal angegriffen,15.04.2021,Neukölln,"Nr. 0820
Nach dem derzeitigen Erkenntnisstand attackierte der Tatverdächtige am Samstag, den 3. Oktober 2020 gegen 2.15 Uhr vor der “Paolo Pinkel”-Bar in der Karl-Marx-Straße in Neukölln einen 28-Jährigen. Dabei schlug er ihm gegen den linken Oberarm und fügte ihm vermutlich mit einem Messer eine tiefe Schnittwunde zu. Zuvor sprach der Gesuchte sein späteres Opfer und dessen Begleitung in dem Lokal an und spuckte einer begleitenden, zur Tatzeit gleichaltrigen Person aus vermutlich homophober Motivation ins Gesicht. Der verletzte 28-Jährige kam nach dem Angriff in ein Krankenhaus, in welchem er ambulant werden musste.
Der Unbekannte soll auch schon vor dem Tatabend Gast in der Bar gewesen sein. Außerdem wurde er am 8. Oktober 2020 in der Forster Straße Ecke Paul-Lincke-Ufer auf einem Fahrrad wiedererkannt.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1074984.php,berlin_police_results.csv,True,['homophobie'],15.04.2021,['2.15'],"['28', '28']",[],['angriff'],['homophober'],
Radfahrerinnen homophob beleidigt,14.04.2021,Friedrichshain-Kreuzberg,"Nr. 0819
Zwei Radfahrerinnen erschienen heute bei einem Polizeiabschnitt in Kreuzberg und zeigten eine Beleidigung an. Nach Angaben der Frauen, 26 und 41 Jahre alt, befuhren beide heute Vormittag gegen 11.40 Uhr mit ihren Rädern die Körthestraße in Richtung Südstern. An der Einmündung der Freiligrathstraße sollen sie von einem Renault-Fahrer überholt worden sein. Dabei soll der Unbekannte die beiden Radfahrerinnen ohne ersichtlichen Grund homophob beleidigt haben. Die Ermittlungen zu der angezeigten Beleidigung dauern an und wurden vom Polizeilichen Staatsschutz des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1075106.php,berlin_police_results.csv,True,['homophobie'],14.04.2021,['11.40'],['41'],[],['beleidigung'],['homophob'],
Kundgebung in Mitte – Polizei Berlin ahndet Verstöße gegen die Infektionsschutzmaßnahmenverordnung,14.04.2021,Mitte,"Nr. 0816
Einsatzkräfte der Polizei Berlin mussten gestern Mittag anlässlich einer angemeldeten Kundgebung in Mitte mehrere Strafermittlungsverfahren unter anderem wegen Widerstandes gegen Vollstreckungsbeamte und Beleidigung sowie Ordnungswidrigkeitenverfahren wegen Nichtbeachtung der Hygieneschutzbestimmungen gemäß der Infektionsschutzmaßnahmenverordnung einleiten.
Bis zu 400 Teilnehmende versammelten sich in der Zeit von 11 bis 13 Uhr in der Heinrich-von-Gagern-Straße, um an der Kundgebung unter dem Motto „Nein zum IFSG 28b“ teilzunehmen. Bereits vor Beginn der Versammlung hielten sich viele Personen nicht an die Hygieneschutzbestimmungen, sodass Einsatzkräfte der Polizei Berlin erste Lautsprecherdurchsagen vornahmen und auf die Regelungen der Infektionsschutzmaßnahmenverordnung hinwiesen. Mit Versammlungsbeginn, gegen 11 Uhr, stieg die Zahl der Demonstrierenden auf 400 Personen an, von denen ein Teil, trotz mehrfacher Aufforderungen durch die Polizei und den Versammlungsleiter, sich nach wie vor nicht an die Hygieneschutzbestimmungen hielten. Einsatzkräfte führten nun die Betroffenen zwecks Personalienfeststellung aus der Kundgebung, wobei Zwangsmaßnahmen durch die Polizistinnen und Polizisten ergriffen werden mussten.
Als ein Teil der Demonstrierenden den vorübergehend Festgenommenen folgte, mussten Einsatzkräfte einen Sperrriegel errichten und teilweise die Heinrich-von-Gagern-Straße zwischen der Scheidemannstraße und Paul-Löbe-Allee sperren.
Insgesamt 58 Personen wurden unter anderem wegen Widerstandes gegen Vollstreckungsbeamte, Beleidigung, Volksverhetzung und Gefangenbefreiung sowie Verstößen gegen die Infektionsschutzmaßnahmenverordnung vorübergehend festgenommen. Darüber hinaus leiteten Einsatzkräfte 16 Strafermittlungsverfahren sowie 37 Ordnungswidrigkeitenverfahren ein. An dem Einsatz in Mitte waren bis zu 500 Einsatzkräfte beteiligt.
Gegen 17.30 Uhr versammelten sich im Bereich der Paul-Löbe-Allee Ecke Annemarie-Renger-Straße bis zu 25 Personen zu einer nicht angemeldeten Kundgebung. Noch vor Eintreffen der Einsatzkräfte entfernte sich ein Teil der Personen. Die am Ort verbliebenen Männer und Frauen tanzten zu abgespielter Musik und riefen über den Lautsprecher unter anderem rechte Parolen. Einsatzkräfte überprüften die Gruppe und leiteten ein Strafermittlungsverfahren wegen der nichtangemeldeten Versammlung und Beleidigung ein, da ein Mann die Polizistinnen und Polizisten anpöbelte. Nach Abschluss der Personalienfeststellungen erhielt die Gruppe einen Platzverweis.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1074928.php,berlin_police_results.csv,True,['volksverhetzung'],14.04.2021,"['13', '11', '17.30']",[],['mann'],"['beleidigung', 'versammlung']",['volksverhetzung'],
Ermittlungen nach rassistischer Beleidigung,13.04.2021,Charlottenburg-Wilmersdorf,"Nr. 0808
Wegen des Verdachts einer rassistischen Beleidigung in Grunewald hat der Polizeiliche Staatsschutz beim Landeskriminalamt die Ermittlungen aufgenommen. Eine 34-jährige chinesische Staatsangehörige hatte den Vorfall, der sich gestern Abend gegen 19 Uhr in der Rheinbabenallee / Hohenzollerndamm / Teplitzer Straße ereignet haben soll, zunächst über die Internetwache der Polizei Berlin gemeldet und heute Morgen angezeigt. Demnach war die 34-Jährige in Begleitung ihrer neunjährigen Tochter, als sie auf der Straße unvermittelt von einer etwa 40 bis 50 Jahre alten Frau aggressiv angesprochen und rassistisch beleidigt worden sei. Danach habe es weitere Beschimpfungen seitens der Frau gegeben, deren Identität bislang ungeklärt ist.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1074572.php,berlin_police_results.csv,True,['rassistisch'],13.04.2021,['19'],"['34', '34']","['frau', 'frau']",['beleidigung'],"['rassistisch', 'rassistischen', 'rassistischer']",
Busfahrer rassistisch beleidigt,12.04.2021,Pankow,"Nr. 0798
Heute früh wurde in Weißensee ein Busfahrer rassistisch beleidigt. Nach bisherigen Erkenntnissen soll ein unbekannter Mann, gegen 6.40 Uhr am Pasedagplatz den Fahrer eines mit mehreren Personen besetzten Busses rassistisch beleidigt haben. Anschließend verwies der 43-jährige Fahrer den Passagier des Busses. Beim Verlassen des Verkehrsmittels wiederholte der Tatverdächtige seine Äußerungen und entfernte sich dann unerkannt. Der Busfahrer erlitt einen Schock und konnte seinen Dienst nicht fortsetzen. Die Ermittlungen führt der Polizeiliche Staatsschutz beim Landeskriminalamt.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1074190.php,berlin_police_results.csv,True,['rassistisch'],12.04.2021,['6.40'],['43'],['mann'],[],['rassistisch'],
Aufzüge in Friedrichshain und Spandau verliefen nicht störungsfrei,11.04.2021,bezirksübergreifend,"Kreuzberg-Friedrichshain/Lichtenberg/Spandau
Nr. 0788
Zwei Aufzüge, die gestern durch Friedrichshain und Spandau führten und durch Einsatzkräfte der Polizei Berlin begleitet wurden, verliefen nicht störungsfrei.
Kurz vor 13 Uhr setzte sich ein Aufzug unter dem Motto „Liebig34 is everywhere“ mit 300 Personen von der Liebigstraße in Bewegung. Gegen 14.30 Uhr erreichte der bis dahin weitestgehend störungsfrei gebliebene Aufzug die Türrschmidtstraße in Rummelsburg, wo Einsatzkräfte in einem unbewohnten Haus mehrere Personen sahen. In der dritten Etage des Gebäudes konnten vier Personen festgestellt werden, die beim Eintreffen des Aufzuges pyrotechnische Gegenstände entzündeten und Transparente mit themenbezogenen Aufschriften an der Hauswand angebracht hatten. Hier verhinderten Einsatzkräfte durch Drücken und Schieben, dass Aufzugsteilnehmende auch zu diesem Haus gelangen konnten. Ein Miteigentümer des Gebäudes in der Türrschmidtstraße wurde ermittelt, der gegen 18.10 Uhr am Ort erschien, eine Strafanzeige wegen Verdachts des Hausfriedensbruchs erstattete und einen Strafantrag stellte. Im zweiten Obergeschoss des Hauses stellten die Polizeikräfte sechs Personen fest und
    nahmen diese vorläufig fest. In dem Haus wurden Farbschmierereien und abgebrannte pyrotechnische Gegenstände festgestellt. Die Beamtinnen und Beamten leiteten Strafermittlungsverfahren wegen des Verdachts des Hausfriedensbruchs und der Sachbeschädigung ein. Vier der Festgenommen wurden für erkennungsdienstliche Behandlungen zu einer Polizeidienststelle gebracht und anschließend entlassen. Die anderen beiden Personen waren bereits vor Ort wieder entlassen worden.
Beim Herausführen der Festgenommenen aus dem Wohnhaus mussten die Einsatzkräfte gegen Versammlungsteilnehmende Zwangsmaßnahmen wie Schieben und Drücken anwenden. Vereinzelt kam es dabei zu tätlichen Angriffen, Widerstandhandlungen, einer versuchten Gefangenenbefreiung und Beleidigungen durch Demonstrierende.
Die Versammlungsleiterin hatte zuvor gegen 16.15 Uhr bekannt gegeben, dass sie auf die Fortführung des Aufzuges auf der angezeigten Aufzugsstrecke verzichtet und die Abschlusskundgebung im Nahbereich der Türrschmidtstraße durchführen würde.
Sie beendete die Versammlung schließlich um 20.30 Uhr.
Insgesamt wurden 29 freiheitsentziehende Maßnahmen getroffen, 17 Ordnungswidrigkeitenanzeigen gefertigt und zehn Strafermittlungsverfahren eingeleitet. Drei Polizeikräfte wurden leicht verletzt, verblieben aber im Dienst.
Zeitgleich mit dem Demonstrationsgeschehen in Friedrichshain, fand auch in Spandau ein Aufzug statt.
Schon während der Antretephase des Aufzuges „Auf in die neue Zeit“ ab 13.20 Uhr am Altstädter Ring in Spandau, stellten Polizeikräfte immer wieder Verstöße gegen die Infektionsschutzmaßnahmenverordnung fest. Die Versammlungsleiterin musste mehrmals aufgefordert werden, die Auflagen zu verlesen, kam dem jedoch zunächst nicht nach. Zudem wurde sie aufgefordert, selbst einen Mund-Nasen-Schutz zu tragen oder die Versammlungsleitung an jemand anderen zu übergeben. Die Frau kam dem nur zögerlich nach, folgte aber letztlich den Anweisungen. Um 16.20 Uhr setzte sich daraufhin der Aufzug schließlich mit 250 Teilnehmenden in Bewegung und endete um 21 Uhr wiederum am Ausgangspunkt. Im Verlauf der Aufzugsstrecke hielten die Einsatzkräfte die Demonstration immer wieder an, da Teilnehmende sich nicht an die Abstandsregeln hielten und oftmals keine Mund-Nasen-Bedeckung trugen. Entsprechende Anzeigen wurden gefertigt.
Am Rande des Aufzuges fiel ein Mann in der Adamstraße auf, der gegen 17.40 Uhr und erneut eine halbe Stunde später den sogenannten Deutschen Gruß zeigte. Einsatzkräfte nahmen den 53-Jährigen fest, der dabei Widerstand leistete. Gegen ihn wurden Strafanzeigen wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen und Widerstands gefertigt. Er wurde in einer Polizeidienststelle erkennungsdienstlich behandelt und anschließend entlassen.
Insgesamt wurden 33 freiheitsentziehende Maßnahmen durchgeführt, 18 Ordnungswidrigkeitenanzeigen gefertigt und 41 Strafermittlungsverfahren, u.a. wegen des Verstoßes gegen das Versammlungsfreiheitsgesetz, Verdachts der Fälschung von Attesten, Widerstands, Beleidigung und Verstößen gegen die Infektionsschutzmaßnahmenverordnung eingeleitet.
Gegen 21 Uhr beendete die Verantwortliche die Demonstration.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1073774.php,berlin_police_results.csv,True,['verfassungswidrig'],11.04.2021,"['13', '14.30', '18.10', '16.15', '20.30', '13.20', '16.20', '21', '17.40', '21']",['53'],"['frau', 'mann']","['angriff', 'beleidigung', 'versammlung']",['verfassungswidriger'],
Strafermittlungsverfahren nach homophober Beleidigung,06.04.2021,Charlottenburg-Wilmersdorf,"Nr. 0752
Wegen des Verdachts der homophoben Beleidigung eines Mannes in Schmargendorf führt der Polizeiliche Staatsschutz beim Landeskriminalamt die Ermittlungen.
Wie heute bekannt wurde, lief der 40-Jährige am vergangenen Donnerstag gegen 9 Uhr im Bereich der Berkaer Straße / Kösener Straße / Berkaer Platz an einer auf einer Bank sitzenden und telefonierenden Frau im Alter von 38 Jahren vorbei. Hierbei soll sie den Mann mehrfach in polnischer Sprache homophob beleidigt haben. Da der 40-Jährige die Sprache spricht bzw. die Beleidigungen verstand, alarmierte er die Polizei. Vor Eintreffen der Polizistinnen und Polizisten entfernte sich die Tatverdächtige in ein Wohnhaus, in dem sie wenig später von den Einsatzkräften ermittelt und überprüft werden konnte. Die Tatverdächtige bestritt, den 40-Jährigen mit den Worten gemeint zu haben. Sie sieht nun einem Strafermittlungsverfahren wegen homophober Beleidigung entgegen.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1072251.php,berlin_police_results.csv,True,['homophobie'],06.04.2021,[],"['40', '40', '40']","['frau', 'mann']",['beleidigung'],"['homophober', 'homophoben', 'homophob']",
Ermittlungsverfahren wegen des Nichttragens von Mund-Nasen-Bedeckungen bei Kundgebung,06.04.2021,Mitte,"Nr. 0751
Bei einer Kundgebung gestern Nachmittag in Mitte haben Einsatzkräfte der Polizei Berlin insgesamt 41 Ordnungswidrigkeitenverfahren wegen des Nichttragens von Mund-Nasen-Bedeckungen eingeleitet.
Unter dem Motto „Schutz unserer Grundrechte! Für Volksentscheide, damit das Volk entscheidet“ versammelten sich in der Zeit von 14.30 bis 18.15 Uhr bis zu 350 Teilnehmende auf dem Platz des 18. März. Im Verlauf der Versammlung mussten Einsatzkräfte immer wieder Männer und Frauen überprüfen, da von ihnen keine Mund-Nasen-Bedeckungen getragen wurden. Gegen 15.45 Uhr soll der Versammlungsleiter den rechten Arm zum sogenannten „Hitlergruß“ gehoben haben, woraufhin ein Strafermittlungsverfahren wegen des Verdachts des Verwendens von Kennzeichen verfassungsfeindlicher Organisationen eingeleitet wurde. Eine Versammlungsteilnehmerin, die eine Einsatzkraft mit einem Regenschirm attackiert haben soll, wurde festgenommen. Sie muss sich wegen Widerstandes gegen Vollstreckungsbeamte verantworten. Insgesamt 48 Versammlungsteilnehmende wurden von den Einsatzkräften überprüft und neben den 41 Ordnungswidrigkeitenverfahren insgesamt neun Strafermittlungsverfahren, unter anderem
    wegen versuchter Gefangenenbefreiung, Widerstandes gegen Vollstreckungsbeamte und des Gebrauchs unrichtiger Gesundheitszeugnisse eingeleitet. Zwei Tatverdächtige wurden im Verlauf der Versammlung wiedererkannt, die am 29. August 2020 eine Polizeiabsperrung überwunden und auf die Treppen vor dem Reichstag gelaufen sein sollen. Nach einer Personalienfeststellung wurden sie wieder entlassen. Gegen 18.15 Uhr beendete der Versammlungsleiter die Kundgebung. An dem Einsatz waren rund 190 Polizistinnen und Polizisten beteiligt.",https://www.berlin.de/polizei/polizeimeldungen/2021/pressemitteilung.1072010.php,berlin_police_results.csv,True,['hitlergruß'],06.04.2021,"['18.15', '15.45', '18.15']",[],[],['versammlung'],['hitlergruß'],
