Title,Date,Location,Text,URL,Tag
Da gilt es Einiges zu klären,03.03.2025,"Fürstenwalde/Spree, Oder-Spree","Am späten Abend des 02.03.2025 hielten Polizisten in der Kirchhofstraße einen Audi zu einer Verkehrskontrolle an. Dessen Fahrer wollte sich mit einem ungarischen Führerschein ausweisen, dessen Echtheitsanspruch
aber schon erster Begutachtung auf Fälschungsmerkmale nicht standhielt. Der 22-jährige Delinquent gab später an, das angebliche Dokument in Ungarn erworben zu haben. Es wurde ihm abgenommen und ein Ermittlungsverfahren eingeleitet. Die Vorwürfe lauten auf Urkundenfälschung sowie Fahren ohne Fahrerlaubnis.",https://polizei.brandenburg.de/pressemeldung/da-gilt-es-einiges-zu-klaeren/5470374,None
Festnahme nach Raub,03.03.2025,"Lübben, Dahme-Spreewald","Über einen Raub in der Poststraße wurde die Polizei am Montag kurz vor 09:30 Uhr informiert. Eine 43-jährige Frau hatte in einer Bankfiliale Geld abgehoben und war dabei offenbar von einem 20-jährigen Mann beobachtet worden. Nach dem Verlassen des Gebäudes hatte er ihr mit einem Stein auf den Kopf geschlagen, um den Beutel zu entreißen, in dem sich das Geld befand.
Mitarbeiter des Ordnungsamtes hatten die Tat beobachtet und den Täter festgehalten, bis die Beamten hinzugerufen werden konnten. Die Frau erlitt Verletzungen, die zunächst im Rettungswagen versorgt wurden. Anschließend wurde sie zu weiteren Untersuchungen ins Krankenhaus gebracht. Die Beute hatte der Mann bereits den Zeugen ausgehändigt. Er wurde durch die Polizei in der Folge festgenommen.
Bis zur Stunde dauern die Ermittlungen wegen des Tatvorwurfes eines schweren Raubes an.",https://polizei.brandenburg.de/pressemeldung/festnahme-nach-raub/5470378,None
Polizisten mit Messer bedroht,03.03.2025,"Eisenhüttenstadt, Oder-Spree","Am späten Abend des 28.02.2025 meldete sich ein Mann über Notruf bei der Polizei, wobei er schwere Straftaten ankündigte. Sofort liefen Ermittlungen an, die schließlich zu einem bereits hinlänglich bekannten Deutschen führten. Der 33-Jährige konnte dann auch vor einem Verbrauchermarkt in der Straße der Republik ausgemacht werden. Doch hatte er zu diesem Zeitpunkt zwei Messer bei sich, mit denen er zudem Stichbewegungen in Richtung der Polizisten ausführte. Auch die Androhung des Einsatzes eines Distanzelektroimpulsgerätes (umgangssprachlich „Taser“ genannt), brachte ihn nicht zur Räson. Schließlich wurde das Gerät tatsächlich eingesetzt und nun fand sich der Delinquent auf dem Boden wieder. Er hatte zu diesem Zeitpunkt einen Atemalkoholwert von 2,21 Promille aufzuweisen. Rettungskräfte kümmerten sich im Anschluss um ihn. Die Nachtstunden verbrachte der Mann dann im polizeilichen Gewahrsam, wo er seinen Rausch ausschlafen konnte. Um eine Anzeige wegen Bedrohung kam er trotzdem nicht herum.",https://polizei.brandenburg.de/pressemeldung/polizisten-mit-messer-bedroht/5470354,None
Mutmaßliche Diebe vorläufig festgenommen,03.03.2025,"Eggersdorf, Märkisch-Oderland","Am Nachmittag des 01.03.2025 befand sich ein Polizist der Inspektion Märkisch-Oderland außerhalb seines Dienstes in einem Verbrauchermarkt Am Fuchsbau. Da bemerkte sein geschultes Auge einen jungen Mann, der mit einer offensichtlich prall gefüllten Tasche eiligst den Markt verließ. Zuvor hatte der Polizeibeamte den Mann schon einmal ausgemacht, da war die Tasche aber noch leer gewesen. Bezahlt schien der „Kunde“ das Ganze nicht zu haben und seine Eile ließ darauf hindeuten, dass ihn der Fluchtgedanke antrieb. Schließlich packte der mutmaßliche Dieb die Tasche in den Kofferraum eines VW Passat, in dem bereits drei weitere Personen warteten. Der Polizist hatte aber seine Kollegen informiert, die gerade eintrafen, als der Wagen den Bereich verlassen wollte. So kam heraus, dass die Tasche tatsächlich mit Diebesgut gefüllt war und Schokolade, Kaffee und Kosmetikartikel enthielt. Das Ganze hatte einen Wert von über 300 Euro und konnte dem Marktbetreiber zurückgegeben werden. Doch entdeckte man darüber hinaus weitere Waren, die einen Gesamtwert von über 1.500 Euro ausmachten. Auch diese Gegenstände wurden sichergestellt, müssen nun jedoch einem oder mehreren Geschädigten zugeordnet werden. Und auch dabei handelte es sich um Schokolade, Kaffee, Zahnpasta und Parfüm sowie Spielekonsolen und Videospiele.
Der mutmaßliche Haupttäter ist ein 24-jähriger polnischer Staatsbürger. Er ist in Deutschland bislang strafrechtlich noch nicht in Erscheinung getreten, was ihn mit zwei der drei weiteren Fahrzeuginsassen verbindet. Der vierte im Bunde, ein ebenfalls 24-jähriger polnischer Staatsbürger, ist hingegen schon mit Diebstahlsdelikten bekannt geworden. Bis auf ein 14-jähriges Mädchen, welches ihren Erziehungsberechtigten übergeben wurde, klickten für alle anderen Beteiligten Handfesseln. Sie saßen bald darauf Kriminalisten gegenüber, denen sie Einiges zu erklären hatten. Am Folgetag sind die Delinquenten dann aufgrund fehlender Haftgründe wieder entlassen worden. Der weiterhin gegen sie gerichtete Vorwurf lautet auf Bandendiebstahl.",https://polizei.brandenburg.de/pressemeldung/mutmassliche-diebe-vorlaeufig-festgenomm/5470353,None
Laternenmast gesprengt,03.03.2025,"Königs Wusterhausen, Dahme-Spreewald","Der Polizei wurde am Sonntagvormittag gemeldet, dass am Garagenkomplex in der Carl-Kindler-Straße eine Laterne so erheblich beschädigt war, dass stromführende Kabel aus dem Mast herausschauten. In der vergangenen Nacht hatten Unbekannte vermutlich mittels Pyrotechnik die Einrichtung zerstört, so dass sie nicht mehr funktionierte.
Die Feuerwehr wurde angefordert, um den Mast nach der Abschaltung der Spannung durch einen Elektriker abzulegen. Im Zuge der Nahbereichssuche wurde eine weitere zerstörte Laterne entdeckt. Es wurde ein Ermittlungsverfahren wegen Verstoßes gegen das Sprengstoffgesetz eingeleitet. In dessen Rahmen sicherten Kriminaltechniker zahlreiche Spuren und Beweismittel.",https://polizei.brandenburg.de/pressemeldung/laternenmast-gesprengt/5470352,None
Reizgas versprüht,03.03.2025,"Rüdersdorf b. Berlin, Märkisch-Oderland","Am Abend des 01.03.2025 wurden Polizisten in den Friedrich-Engels-Ring gerufen. Dort hatten noch Unbekannte Reizgas im Treppenaufgang eines Mehrfamilienhauses versprüht, wodurch die gerade im Aufbruch befindlichen Gäste eines Kindergeburtstages Verletzungen erlitten. Die vier Kinder und auch zwei Erwachsene konnten nach kurzer ärztlicher Betreuung aber schnell wieder entlassen werden. Die Kriminalpolizei ermittelt nun zum Vorwurf der gefährlichen Körperverletzung.",https://polizei.brandenburg.de/pressemeldung/reizgas-versprueht-/5470350,None
Haftbefehle waren noch offen,03.03.2025,"Hönow, Märkisch-Oderland","Am 01.03.2025 zogen Polizisten in Hönow einen PKW aus dem Verkehr, dessen Fahrer sich als 51-jähriger Deutscher erwies. Bei der Abfrage in polizeilichen Auskunftssystemen stellte sich heraus, dass der Mann nicht nur mit einem Atemalkoholwert von 0,86 Promille unterwegs war, sondern obendrein von den Staatsanwaltschaften Frankfurt (Oder) und Mönchengladbach bereits mit zwei Haftbefehlen gesucht wurde. Zwar hatten die Behörden alternativ dazu jeweils Geldstrafen ausgesprochen, jedoch konnte der Delinquent weder die eine noch die andere Summe begleichen. So klickten Handfesseln und der Mann wird nun die kommenden Monate in einer Justizvollzugsanstalt verbringen.",https://polizei.brandenburg.de/pressemeldung/haftbefehle-waren-noch-offen/5470336,None
Gestohlenes Auto gestoppt,03.03.2025,"BAB 13 bei Staakow, Dahme-Spreewald","Durch die Berliner Polizei wurde die Polizeidirektion Süd am Sonntag um 16:30 Uhr über ein gestohlenes Auto informiert, das in südlicher Richtung flüchtig war. Der HYUNDAI IONIQ konnte mit einem Air-Tag geortet werden, so dass sich die Autobahnpolizei unter Hinzuziehung des Polizeihubschraubers an den Fahndungsmaßnahmen beteiligte.
Kurz vor der Anschlussstelle Staakow konnte das Fahrzeug kurz vor 17:00 Uhr gestoppt werden. Die beiden Insassen im Alter von 18 und 20 Jahren wurden vorläufig festgenommen. Gleichzeitig wurde der Abschleppdienst bestellt, um am Fahrzeug die Spurensicherung realisieren zu können.
Die Ermittlungen zu den beiden Beschuldigten dauern an.",https://polizei.brandenburg.de/pressemeldung/gestohlenes-auto-gestoppt/5470340,None
Autodiebstähle,03.03.2025,"Wildau, Schönefeld, Zernsdorf, Dahme-Spreewald","Drei Autodiebstähle wurden der Polizei am vergangenen Wochenende bis zum frühen Montagmorgen angezeigt. In der
Wildau
er Dorfaue war in der Nacht zum Sonntag ein PKW BMW der Baureihe M850 gestohlen worden, wie der Polizei am Sonntagvormittag gemeldet wurde.
Nur wenige Stunden später zeigte der Besitzer eines BMW M5 den Diebstahl seines Autos aus der Bertolt-Brecht-Allee in
Schönefeld
an. Nicht besser erging es dem Eigentümer eines OPEL-Kleinwagens, der das Auto am Samstagabend Karl-Marx-Straße von
Zernsdorf
geparkt hatte. Er zeigte den Diebstahl des roten „Corsa“ am frühen Montagmorgen an.
In allen drei Fällen wurde gleichzeitig mit der Anzeigenaufnahme die internationale Fahndung nach den Fahrzeugen eingeleitet.",https://polizei.brandenburg.de/pressemeldung/autodiebstaehle/5470329,None
Schläger gefasst,03.03.2025,"Bad Freienwalde, Märkisch-Oderland","Am Nachmittag des 02.03.2025 gerieten in der Königsstraße ein 18 Jahre alter Jugendlicher und sein 44-jähriger Vater in Konflikt mit drei anderen Männern. Man hatte sich wohl zum Verkauf einer Playstation getroffen und war aus noch ungeklärter Ursache dabei in einen Streit geraten. Dieser eskalierte soweit, dass der 44-Jährige sich schließlich den Schlägen zweier der Kontrahenten ausgesetzt sah. Der Mann setzte sich jedoch zur Wehr. Sein Sohn eilte zu Hilfe, fand sich aber dem bislang nicht eingeschrittenen Dritten des Trios gegenüber, der nun ebenfalls kräftig austeilte. Bei all dem soll einer der Angreifer ein Schlagwerkzeug benutzt und dem 44-Jährigen damit eine Kopfverletzung zugefügt haben. Rettungskräfte mussten den Deutschen deswegen später auch in ein Krankenhaus bringen.
Schließlich sprangen die Schläger in ein Auto und fuhren damit davon.
Umgehend nach Bekanntwerden des Ganzen liefen Fahndungsmaßnahmen an. So konnten Polizisten den Audi bald darauf im Stadtgebiet ausmachen und sich dessen Fahrer einmal genauer besehen. Bei ihm handelte es sich nach ersten Erkenntnissen tatsächlich um einen der Beteiligten. Im Kofferraum des Wagens fanden sich ein sog. „Fischtöter“ und ein Messer. Beides ist sichergestellt worden.
Weitere Ermittlungen ließen neben dem 48-jährigen Bosnier auch einen 18 Jahre alten Landsmann von ihm sowie einen 23-jährigen österreichischen Staatsbürger in die Fokus rücken. Alle leben im Landkreis Märkisch-Oderland und sind bereits hinlänglich polizeilich bekannt. Dies gilt aber auch für die Geschädigten. Was die Gemüter derart erhitzte, wird nun von der Kriminalpolizei ermittelt.",https://polizei.brandenburg.de/pressemeldung/schlaeger-gefasst-/5470327,None
Mit gestohlenem Auto Unfall verursacht,03.03.2025,"Spremberg, Spree-Neiße","Samstagvormittag wollten Polizisten einen PKW AUDI in Spremberg für eine Verkehrskontrolle stoppen. Der Autofahrer ignorierte die Weisungen jedoch und fuhr stattdessen mit hoher Geschwindigkeit weiter. Dabei stieß das Auto in einem Kreisverkehr gegen einen VW-PASSAT.
Der VW-Fahrer wurde bei dem Zusammenstoß verletzt und musste ambulant im Krankenhaus versorgt werden. Nachdem der AUDI auch gegen einen Zaun gestoßen war, stieg der Fahrer aus und flüchtete zu Fuß. Im Rahmen der Fahndungsmaßnahmen, die auch durch die sächsische Polizei unterstützt wurden, konnte der Mann nicht mehr festgestellt werden. Weitere Ermittlungen ergaben, dass der AUDI am Morgen in Nordrhein-Westfalen gestohlen wurde.
Die Schäden an den beiden Autos und dem Zaun summierten sich auf rund 30.000 Euro. Die Ermittlungen der Kriminalpolizei dauern bis zu Stunde an.",https://polizei.brandenburg.de/pressemeldung/mit-gestohlenem-auto-unfall-verursacht/5470322,None
Turnhalle beschädigt,03.03.2025,"Jänschwalde, Spree-Neiße","An der Turnhalle in der Schulstraße mussten Mitarbeiter am Montagmorgen eingeworfene Fenster feststellen. Im Laufe des Wochenendes hatten hier bislang Unbekannte mit Steinen zwei Fensterscheiben zerstört.
Die Sachschäden belaufen sich auf mehrere hundert Euro. Die weiteren Ermittlungen führt die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/turnhalle-beschaedigt/5470312,None
Ergebnis einer Verkehrskontrolle,03.03.2025,"Bernau b. Berlin, Barnim","Am späten Abend des 02.03.2025 entdeckten Polizisten in der Börnicker Straße einen Mann auf einem E-Scooter, wobei der Scooter gar nicht hätte bewegt werden dürfen. Erwies sich das angebrachte Kennzeichen doch älteren Jahrgangs und war demnach der Versicherungsschutz bereits seit geraumer Zeit abgelaufen.
Eine Fahndungsabfrage ergab zudem, dass jenes Fahrzeug vor fast zwei Jahren gestohlen worden war. Jetzt hat der 36-jährige Deutsche, der damit unterwegs gewesen ist, Einiges zu erklären. Dann wird es auch darum gehen, ob er unter dem Einfluss berauschender Mittel stand. Ein Drogenschnelltest reagierte jedenfalls positiv.",https://polizei.brandenburg.de/pressemeldung/ergebnis-einer-verkehrskontrolle/5470319,None
Der Polizeiliche Staatsschutz ermittelt,03.03.2025,"Prenzlau, Uckermark","Der Polizeiliche Staatsschutz der Direktion Ost ermittelt gegenwärtig zu einem Geschehen, welches sich am Nachmittag des 28.02.2025 zutrug.
Gegen 15:45 Uhr war demnach eine Deutsche mit ihrem Kind und in Begleitung des jugendlichen Sohnes ihres ehemaligen Lebensgefährten am Prenzlauer Bahnhof in der Stettiner Straße angekommen. Dort stießen sie auf eine Männergruppe, welche das Trio nach ersten Erkenntnissen sofort mit rassistischen Beleidigungen überzog. Dabei wurde auf die Hautfarbe des Kindes und des Jugendlichen Bezug genommen und die Frau mit vulgären Äußerungen angegangen. Zudem soll eine Naziparole gerufen worden sein.
Später bestiegen die Tatverdächtigen einen Zug in Richtung Eberswalde. Umgehend angelaufene Fahndungsmaßnahmen ließen sieben Männer im Alter von 24, 38, 51, 53 sowie 54 Jahren in den Fokus der Polizei geraten. Wie sich später herausstellte, hatten sie im Zug wohl ebenfalls Naziparolen sowie antisemitische und rassistische Äußerungen von sich gegeben. Neben dem Polizeilichen Staatsschutz der Direktion Ost beschäftigen sich deshalb auch die Bundespolizei mit dem Geschehen.",https://polizei.brandenburg.de/pressemeldung/der-polizeiliche-staatsschutz-ermittelt/5470304,"Rassismus 
Rechtsextremistisch
Nazi 
Hakenkreuz 
Volksverhetzung 
Hitlergruß"
Autospiegel gestohlen,03.03.2025,"Guben, Spree-Neiße","Montagvormittag erreichten die Polizei mehreren Anzeigen von Autobesitzern aus der Deulowitzer Straße, der Alten Poststraße und der Cottbus Straße. Jeweils waren hier die Gläser der Außenspiegel gestohlen, oder die Spiegel in Gänze gestohlen worden.
Die Polizei sicherte Spuren und leitete weitere Ermittlungen ein. Der Sachschaden beläuft sich jeweils auf einige hundert Euro.",https://polizei.brandenburg.de/pressemeldung/autospiegel-gestohlen/5470305,None
Ermittlungen eingeleitet,03.03.2025,"Eberswalde, Barnim","Am frühen Morgen des 02.03.2025 stieß eine Funkwagenbesatzung während ihrer Streife in der Eisenbahnstraße auf einen Mann, der mittig der Fahrbahn saß. Der 29-jährige Deutsche hatte einen Atemalkoholwert von 1,83 Promille aufzuweisen. Zeugen gaben zudem an, dass er mehrfach den sogenannten „Hitlergruß“ gezeigt habe. Das Ganze ist nun eine Angelegenheit für die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/ermittlungen-eingeleitet/5470310,Hitlergruß
Motorräder aus Garage gestohlen,03.03.2025,"Guben, Spree-Neiße","Am Samstagmorgen wurde der Polizei ein Einbruch in einem Garagenkomplex am Wilschwitzer Weg angezeigt. Vermutlich in der Nacht von Freitag auf Samstag waren hier eine Garage gewaltsam geöffnet und vier Motorräder gestohlen worden.
Zusätzlich entwendete die Täter eine Kreissäge, einen Helm und Stoßdämpfer für ein Motorrad. Im Rahmen der Ermittlungen konnten zwei der Motorräder in einem nahelegenden Waldstück wiedergefunden werden.
Die Fahndungsmaßnahmen nach den beiden anderen Krädern der Marke HONDA dauern weiter an.",https://polizei.brandenburg.de/pressemeldung/motorraeder-aus-garage-gestohlen/5470293,None
Fahrzeuge beschädigt,03.03.2025,"Templin, Uckermark","Im Verlauf des vergangenen Wochenendes wandten sich die Halter mehrerer Fahrzeuge an die Polizei, nachdem sie feststellen mussten, dass sich noch Unbekannte an Außenspiegeln und Kennzeichen der Autos zu schaffen gemacht hatten. Das Ganze ereignete sich Am Bürgergarten sowie in der Zehdenicker Straße/Am Birkenhain und letztlich waren sieben PKW davon betroffen gewesen. Der hinterlassene Gesamtschaden beläuft sich auf eine Schätzsumme von fast 4.000 Euro. Wer sich da betätigte, ermitteln nun Kriminalisten der Inspektion Uckermark.",https://polizei.brandenburg.de/pressemeldung/fahrzeuge-beschaedigt/5470289,None
Haftbefehl erlassen,03.03.2025,"Schenkendöbern, Spree-Neiße","Der am Freitag nach einem Verkehrsunfall mit einem gestohlenen Auto festgenommene Mann befindet sich mittlerweile in einer Justizvollzugsanstalt. Das Amtsgericht Cottbus hat am Sonntag auf Antrag der Staatsanwaltschaft Haftbefehl gegen den 21-jährigen polnischen Staatsangehörigen erlassen.
Ausgansmeldung
vom 28.02.2025:
Beamte der Bundespolizei beabsichtigten am Freitag kurz nach Mitternacht, einen PKW HYUNDAI in Neuzelle (Landkreis Oder-Spree) für eine Verkehrskontrolle zu stoppen. Der Fahrer missachtete die Anhaltesignale und setzte seine Fahrt auf der Bundesstraße 112 in Richtung Guben mit überhöhter Geschwindigkeit fort. Bei Schenkendöbern versuchten hinzugerufenen Polizisten der Brandenburger Polizei, das Auto zu kontrollieren. Hierbei überfuhr der Autofahrer mit dem Fahrzeug sogenannte „StopSticks“ und setzte seine Fahrt wiederum fort. Wenige Minuten später entdeckten die Beamten das Auto abseits der Fahrbahn nahe Schlagsdorf. Der Autofahrer hatte offensichtlich die Kontrolle über das Auto verloren, das von der Straße abgekommen war und sich überschlagen hatte. Rettungskräfte brachten den verletzten Fahrer, einen 21-Jährigen, zur medizinischen Versorgung in ein Krankenhaus. Gleichzeitig wurde der Mann vorläufig festgenommen. Ermittlungen zu dem Auto hatten nämlich ergeben, dass dieses zuvor in Berlin gestohlen worden war.  Beim Überfahren der „StopSticks“ dringen Metallspitzen in die Autoreifen ein und verursachen einen langsamen Druckverlust in den Reifen.",https://polizei.brandenburg.de/pressemeldung/haftbefehl-erlassen/5470277,None
