Title,Date,Location,Text,URL,RightWingRelated,KeywordMatch,OffenceType,Action,PossibleMotive
Audi gestohlen,13.02.2025,"Fürstenwalde/Spree, Oder-Spree","Am Nachmittag des 12.02.2025 wandte sich die Halterin eines Audi Q3 an die Polizei, nachdem sie den am Vormittag auf einem Parkplatz in der Trebuser Straße abgestellten Wagen nicht mehr hatte finden können. Umgehend wurde eine Fahndung eingeleitet, die aber bislang nicht zum Auffinden des Diebesgutes führte. Der Wert des Audis beläuft sich auf eine Schätzsumme von 18.000 Euro.",https://polizei.brandenburg.de/pressemeldung/audi-gestohlen/5434743,False,,[],[],[]
Trotz Hausverbotes unbelehrbar gezeigt,13.02.2025,"Frankfurt (Oder), Frankfurt (Oder)",Am frühen Abend des 12.02.2025 erschien trotz bereits bestehenden Hausverbotes ein Mann in einem Discounter in der Gerhard-Neumann-Straße. Dort nahm er Backwaren aus der Auslage und verzehrte das Ganze noch in den Geschäftsräumen. Bezahlen wollte der 27-jährige Sudanese dafür nicht. So fand er sich alsbald in Handfesseln und dann im polizeilichen Gewahrsam wieder. Eine Anzeige wegen Ladendiebstahls und Hausfriedensbruches gab es obendrein.,https://polizei.brandenburg.de/pressemeldung/trotz-hausverbotes-unbelehrbar-gezeigt/5434740,True,Rassismus,"['Robbery', 'Harassment']","['Swastika', 'Hitlergruß', 'Graffiti']","['Racism', 'Antisemitism', 'Xenophobia/Anti-immigrant']"
Graffiti geschmiert,13.02.2025,"Strausberg, Märkisch-Oderland","Wie der Polizei am 12.02.2025 angezeigt wurde, haben noch Unbekannte auf der Fahrbahn der Badstraße ein Hakenkreuz und mehrere Schriftzeichen hinterlassen. Wer sich da betätigte und welche Motivation diejenigen hatten, ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/graffiti-geschmiert/5434739,True,Hakenkreuz,"['Vandalism', 'Property damage']","['Swastika', 'Hitlergruß']","['Racism', 'Antisemitism', 'Glorification of Nazism/Right-wing extremist']"
Einbrecher im Haus,13.02.2025,"Panketal, Barnim","Im Tagesverlauf des 12.02.2025 gelangten noch Unbekannte mit roher Gewalt in ein Einfamilienhaus in der Inntaler Straße im Ortsteil Zepernick. Die Terrassentür fand sich später aufgebrochen vor und im Haus waren sämtliche Räume nach Verwertbarem durchsucht worden. Ob den Eindringlingen aber auch etwas in die Hände fiel, war bei der Anzeigenaufnahme noch nicht zu klären gewesen.",https://polizei.brandenburg.de/pressemeldung/einbrecher-im-haus/5434719,False,,[],[],[]
Ermittlungen zum Verdacht des Fahrraddiebstahls eingeleitet,13.02.2025,"Werneuchen, Barnim","Am späten Abend des 12.02.2025 bemerkte ein aufmerksamer Zeuge, wie sich ein Mann am Bahnhof von Werneuchen offensichtlich für dort abgestellte Fahrräder interessierte und sich dann auch an einem davon zu schaffen machte. Letztlich hatte er das Rad tatsächlich von dessen Sicherung „befreit“ und verschwand damit in Richtung Altstadt. Der Zeuge konnte noch erkennen, wie er es später in den Kofferraum eines Autos lud und dann davonfuhr.
Eine Streifenwagenbesatzung konnte den Audi aber schon in der Lamprechtstraße stoppen und Fahrer samt Fracht einmal genauer besehen. Das Fahrrad erwies sich als älteres Modell und der 41-jährige Deutsche gab an, es für einen Freund vom Bahnhof abgeholt zu haben. Ob diese Aussage stimmt, muss nun die Kriminalpolizei herausbekommen. Solange ist das mutmaßliche Diebesgut sichergestellt.",https://polizei.brandenburg.de/pressemeldung/ermittlungen-zum-verdacht-des-fahrraddie/5434718,False,,[],[],[]
Bereits mit Haftbefehl gesucht,13.02.2025,"Schwedt/Oder, Uckermark","Am frühen Morgen des 13.02.2025 waren Polizisten auf ihrer Streife auch in einer Gartenanlage an der Straße der Jugend unterwegs und entdeckten dort auf einem augenscheinlich eigentlich leerstehenden Grundstück einen Mann, der sich als wohnungsloser Deutscher erwies und vom Amtsgericht Schwedt/Oder bereits mit Haftbefehl gesucht wurde. Der 42-Jährige ist schon hinreichend bekannt, wobei auch Eigentumsdelikte zu seinem Portfolio gehören. Nun klickten Handfesseln und der Delinquent wird im Laufe des Tages beim Amtsgericht vorgeführt.",https://polizei.brandenburg.de/pressemeldung/bereits-mit-haftbefehl-gesucht-/5434704,True,Rassismus,"['Vandalism', 'Property damage', 'Threat/Intimidation', 'Symbol use/Propaganda']","['Swastika', 'Hitlergruß']","['Racism', 'Antisemitism', 'Glorification of Nazism/Right-wing extremist']"
Gemeindehaus beschmiertGemeindehaus beschmiert,13.02.2025,"Schwedt/Oder, Uckermark","Wie der Polizei jetzt bekannt wurde, haben noch Unbekannte das Gemeindehaus im Ortsteil Kunow mit Graffiti beschmiert. Da die Hinterlassenschaften auch Schmähungen gegen die Parteien SPD und Bündnis 90/Die Grünen enthielten, ermittelt nun die Kriminalpolizei nicht nur zur Identität der Schmierfinken, sondern auch zu deren Motivation.",https://polizei.brandenburg.de/pressemeldung/gemeindehaus-beschmiertgemeindehaus-besc/5434703,True,Rassismus,"['Vandalism', 'Property damage']","['Swastika', 'Graffiti', 'Slurs']","['Racism', 'Antisemitism', 'Glorification of Nazism/Right-wing extremist']"
Fahrrad entwendet,13.02.2025,"Jüterbog, Ortslage, Teltow-Fläming","Am Mittwochnachmittag wurde der Polizei ein Diebstahl gemeldet. Unbekannte Täter verschafften sich gewaltsam Zugang zu einem Kellerraum und entwendeten aus diesem ein Herrenfahrrad.
Durch die eingesetzten Kräfte wurde der Tatort dokumentiert und eine Strafanzeige aufgenommen. Der Schaden beläuft sich auf etwa 200 Euro.
Mittwoch, 12.02.2025, 15:50 Uhr",https://polizei.brandenburg.de/pressemeldung/fahrrad-entwendet/5434533,False,,[],[],[]
Zwei Autos gestohlen,13.02.2025,"Rangsdorf, Ortslage, Teltow-Fläming","Am Mittwochmorgen wurden der Polizei zwei Fahrzeugdiebstähle in Rangsdorf gemeldet. Nach derzeitigem Kenntnisstand wurden zwei PKW gestohlen, die jeweils auf einem Privatgrundstück abgestellt waren. Der Schaden wird in einem Fall auf rund 30.000 Euro, im anderen Fall auf etwa 35.000 Euro geschätzt.
Durch die eingesetzten Beamten wurde jeweils der Tatort dokumentiert und in beiden Fällen eine Strafanzeige gefertigt. Außerdem wurden umgehend Fahndungsmaßnahmen nach den beiden PKW eingeleitet. Die weiteren Ermittlungen führt die Kriminalpolizei. Dabei wird auch ein möglicher Zusammenhang zwischen den beiden Taten geprüft.
Mittwoch, 12.02.2025",https://polizei.brandenburg.de/pressemeldung/zwei-autos-gestohlen/5434525,False,,[],[],[]
In Keller eingedrungen,12.02.2025,"Eisenhüttenstadt, Oder-Spree","Wie der Polizei am 11.02.2025 angezeigt wurde, sind noch Unbekannte in den Keller eines Mehrfamilienhauses in der Weinbergstraße eingedrungen. Dort verschafften sie sich dann auch Zutritt zu einem der Verschläge und nahmen daraus Naruto-Sammelfiguren mit sich. Deren Wert wird mit rund 200 Euro angegeben. Wer sich daran vergriff, ermittelt nun Kriminalisten der Inspektion Oder-Spree/Frankfurt (Oder).",https://polizei.brandenburg.de/pressemeldung/in-keller-eingedrungen-/5433044,False,,[],[],[]
Nebelscheinwerfer gestohlen,12.02.2025,"Frankfurt (Oder), Frankfurt (Oder)","Wie der Polizei am 11.02.2025 zur Anzeige gebracht wurde, haben sich noch Unbekannte an einem Audi A4 zu schaffen gemacht, welcher am Leipziger Platz abgestellt gewesen war. Die Täter nahmen dessen Nebelscheinwerfer mit sich und hinterließen so einen Sachschaden von rund 1.500 Euro.",https://polizei.brandenburg.de/pressemeldung/nebelscheinwerfer-gestohlen/5433040,False,,[],[],[]
Hyundai gestohlen,12.02.2025,"Erkner, Oder-Spree",Im Tagesverlauf des 11.02.2025 stahlen noch Unbekannte einen Hyundai von dessen Abstellplatz hinter der Stadthalle. Der Halterin entstand so ein materieller Schaden von rund 15.000 Euro. Nach dem Wagen wird nun gefahndet.,https://polizei.brandenburg.de/pressemeldung/hyundai-gestohlen/5433029,False,,[],[],[]
Eindringling vertrieben,12.02.2025,"Briesen, Oder-Spree","Wie der Polizei am 11.02.2025 bekannt wurde, hat ein bislang Unbekannter ein Grundstück in Falkenberg betreten und war dann zielstrebig durch die offene Küchentür in das Wohnhaus gelangt. Dort wurde er jedoch von der Eigentümerin ertappt, was den Eindringling zur sofortigen Flucht animierte. Nach ersten Erkenntnissen war derjenige mit einem Opel mit polnischen Kennzeichen vorgefahren. Die Kriminalpolizei nimmt das Ganze nun genauer unter die Lupe.",https://polizei.brandenburg.de/pressemeldung/eindringling-vertrieben/5433020,False,,[],[],[]
In Einfamilienhaus eingedrungen,12.02.2025,"Petershagen/Eggersdorf, Märkisch-Oderland","In den späten Nachmittagsstunden des 11.02.2025 gelangten Einbrecher in ein Wohnhaus in der Saalestraße. Sämtliche Räume wurden anschließend betreten und auf der Suche nach Verwertbarem Schränke und Behältnisse durchwühlt. Nach ersten Erkenntnissen nahmen die Eindringlinge Schmuckgegenstände mit sich. Wer diejenigen waren und wo das Diebesgut abgeblieben ist, ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/in-einfamilienhaus-eingedrungen-/5433009,False,,[],[],[]
Flucht nach Unfall mit Personenschaden,12.02.2025,"Elsterwerda, Elbe-Elster","In den Dienstagmorgenstunden stießen infolge eines Vorrangverstoßes gegen 10:00 Uhr eine Radfahrerin und ein Fußgänger im Lindenweg zusammen. Die 81-jährige stürzte dabei vom Fahrrad, verletzte sich und ließ sich in der Notaufnahme eines Krankenhauses behandeln. Anschließend zeigte sie den Sachverhalt der Polizei an.
Der Fußgänger hingegen meldete sich nicht bei der Polizei, sodass derzeitig gegen in ihn im Fall des unerlaubten Entfernens vom Unfallort ermittelt wird.",https://polizei.brandenburg.de/pressemeldung/flucht-nach-unfall-mit-personenschaden/5432990,False,,[],[],[]
Einbruch im Supermarkt,12.02.2025,"Bad Liebenwerda, Elbe-Elster","In der Nacht zu Mittwoch liefen bei der Polizei gleich mehrere Einbruchsalarme in einem Discounter in der Dresdener Straße auf. Unbekannte hatten sich gewaltsam Zutritt verschafft und versuchten offenbar vergeblich, die Tür zum Personalraum aufzubrechen.
Anschließend flüchteten die Täter und hinterließen einen vierstelligen Gesamtschaden. Die Polizei sicherte Spuren und leitete ein Strafverfahren ein.",https://polizei.brandenburg.de/pressemeldung/einbruch-im-supermarkt/5432985,False,,[],[],[]
Mopedfahrer hält nicht an,12.02.2025,"Elsterwerda, Elbe-Elster","Dienstagnachmittag wollten Polizeibeamte gegen 16:40 Uhr einen Mopedfahrer auf der ‚Furtbrückwiese‘ kontrollieren. Der Fahrer der SIMSON entschied sich anders und versuchte, sich den Beamten zu entziehen. Mit erheblicher Geschwindigkeit endete die Fahrt ‚An der Unterführung’. Er war ins Schleudern gekommen, gegen ein Auto sowie einen Zaun gefahren und letztendlich gestürzt. Seine Verletzungen wurden vor Ort durch den Rettungsdienst behandelt.
Als Grund für seine Eile stellte sich heraus, dass das Moped „frisiert“ war und damit einer anderen Fahrerlaubnisklasse unterlag. Für das getunte Kleinkraftrad hatte der 17-jährige Fahrer allerdings keine Fahrerlaubnis, sodass gegen ihn eine entsprechende Anzeige gefertigt und er den Erziehungsberechtigten übergeben wurde.",https://polizei.brandenburg.de/pressemeldung/mopedfahrer-haelt-nicht-an/5432965,False,,[],[],[]
Wohnmobil verschwunden,12.02.2025,"Neuenhagen b. Ber, Märkisch-Oderland",In der Nacht zum 11.02.2025 stahlen noch Unbekannte ein Wohnmobil Fiat von dessen Abstellplatz in der Ziegelstraße. Nach dem Fahrzeug wird nun gefahndet.,https://polizei.brandenburg.de/pressemeldung/wohnmobil-verschwunden/5432981,False,,[],[],[]
Platzverweis endet mit polizeilichem Gewahrsam,12.02.2025,"Lübbenau, Oberspreewald-Lausitz","Ein polizeilich bekannter 44-Jähriger trieb Mittwochmittag sein Unwesen in einer Hotelanlage in der Ehm-Welk-Straße und beschäftigte die Mitarbeiter durch Herumschreien. Nachdem er einen Platzverweis von den Polizeibeamten erhielt, weigerte er sich zu gehen.
Als der 44-Jährige dann noch aggressiv auf die Beamten zuging, wurde er überwältigt und ins Gewahrsam gebracht. Ihn erwartet jetzt eine Anzeige wegen Widerstands gegen Vollstreckungsbeamte.",https://polizei.brandenburg.de/pressemeldung/platzverweis-endet-mit-polizeilichem-gew/5432963,False,,[],[],[]
Diebstahl von Kraftstoff,12.02.2025,"Boblitz, Oberspreewald-Lausitz","Polizeibeamte wurden Mittwochmorgen zur Baustelle zwischen Boblitz und Raddusch gerufen. Mitarbeiter teilten den Diebstahl von Kraftstoff aus mehreren Baumaschinen mit.
Dadurch entstand ein Sachschaden von über 1.200 Euro. Die Beamten sicherten Spuren und fertigten eine entsprechende Anzeige.",https://polizei.brandenburg.de/pressemeldung/diebstahl-von-kraftstoff/5432957,False,,[],[],[]
Einbruch in Einfamilienhaus,12.02.2025,"Senftenberg-Großkoschen, Oberspreewald-Lausitz","Mittwochvormittag wurde der Polizei der Einbruch in ein Einfamilienhaus, nahe des Amphitheaters, angezeigt. Unbekannte hatten sich gewaltsam Zugang zum Objekt verschafft und alle Räumlichkeiten durchwühlt.
Sowohl das erlangte Diebesgut, als auch der entstandene Sachschaden sind Teil kriminalpolizeilicher Ermittlungen.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-einfamilienhaus/5432956,False,,[],[],[]
Ford S-Max gestohlen,12.02.2025,"Rüdersdorf b.Berlin, Märkisch-Oderland","In der Nacht zum 12.02.2025 stahlen noch Unbekannte einen Ford S-Max von dessen Abstellplatz in der Santoker Straße. Nach dem Wagen, der einen Schätzwert von rund 16.000 Euro hat, wird nun gefahndet.",https://polizei.brandenburg.de/pressemeldung/ford-s-max-gestohlen-/5432955,False,,[],[],[]
Telefonladen bestohlen,12.02.2025,"Lübben, Dahme-Spreewald","Die Polizei wurde am Dienstag gegen 14:00 Uhr zu einem Telefongeschäft in der Hauptstraße gerufen, wo kurz zuvor Diebe ihr Unwesen getrieben hatten. Vier Jugendliche im geschätzten Alter von 16 bis 17 Jahren hatten den Kundenbereich betreten und gezielt sechs hochwertige Mobiltelefone und ein PC-Tablet der Hersteller Apple und Samsung aus den Verankerungen gerissen.
Nach dem Diebstahl flüchteten sie zu Fuß in Richtung des Brückenplatzes, wo sie in der Poststraße von einem VW-Fluchtauto aufgenommen wurden. Dem Unternehmen wurde ein Schaden von mehreren tausend Euro verursacht, verletzt wurde niemand.
Neben umgehend eingeleiteten Fahndungsmaßnahmen nach dem Fahrzeug wurden vor Ort Spuren und Beweismittel gesichert, mit denen sich nun die Kriminalpolizei befasst.",https://polizei.brandenburg.de/pressemeldung/telefonladen-bestohlen/5432926,False,,[],[],[]
Einbrüche,12.02.2025,"Forst, Guben, Spree-Neiße","Zu Einbrüchen wurde die Polizei am Mittwochmorgen gerufen. In der Metzer Straße in
Forst
waren Unbekannte auf ein Grundstück eingedrungen und hatten ein Damenrad mitgenommen.
In
Guben
verschwanden Küchenutensilien und Kleidungsstücke aus einem Keller in der Rosa-Luxemburg-Straße. In beiden Fällen ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/einbrueche/5432925,False,,[],[],[]
Frau mit Rad gestürzt,12.02.2025,"Spremberg, Spree-Neiße","Rettungsdienst und Polizei wurden am Dienstagmittag in die Geschwister-Scholl-Straße gerufen. Dort war eine Frau mit ihrem Rad gestürzt und musste in ein Krankenhaus gebracht werden.
Mehrere Zeugen berichteten den Beamten, dass ein weißes Auto beteiligt gewesen sein könnte. Von dem fehlte allerdings bei der Unfallaufnahme jede Spur. Deshalb ermittelt die Polizei nun in Richtung Unfallflucht.",https://polizei.brandenburg.de/pressemeldung/frau-mit-rad-gestuerzt/5432919,False,,[],[],[]
Einbruch in Büro,12.02.2025,"Klein Oßnig, Spree-Neiße","Unbekannte sind in ein Büro in der Klein Oßniger Straße eingebrochen. Darüber wurde die Polizei am Dienstagmittag informiert. Gestohlen wurde nach ersten Erkenntnissen Technik. Außerdem hatten die Unbekannten Täter ein Auto aufgebrochen.
Ob daraus etwas entwendet worden ist, muss noch geprüft werden. Die Beamten sicherten zahlreiche Spuren, mit denen sich nun die Kriminalpolizei befasst.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-buero/5432911,False,,[],[],[]
Werkzeug gestohlen,12.02.2025,"Simmersdorf, Spree-Neiße","Die Polizei wurde am Dienstagnachmittag zu einem Gewerbebetrieb im Ortsteil Simmersdorf gerufen. Dort hatten Unbekannte den Zaun aufgeschnitten und mehrere Container aufgebrochen.
Nach ersten Erkenntnissen wurden Schweißgeräte, Gasflaschen und weiteres Werkzeug gestohlen, so dass sich der Schaden auf mehrere tausend Euro summiert. Die Kriminalpolizei hat die weiteren Ermittlungen übernommen.",https://polizei.brandenburg.de/pressemeldung/werkzeug-gestohlen/5432917,False,,[],[],[]
Spuren führen zum Diebesgut,12.02.2025,"Kolkwitz OT Milkersdorf, Spree-Neiße","Die Polizei wurde am Dienstagnachmittag in den Ortsteil Milkersdorf gerufen. Dort waren von einer Baustelle mehrere Kubikmeter Schotter gestohlen worden. Die Beamten entdeckten fremde Reifenspuren, konnten diese bis zu einem Grundstück verfolgen und dort auch einen Radlader erkennen.
Mit richterlichem Beschluss durchsuchten sie das Grundstück, bestätigten, dass die Reifenspuren zum Fahrzeug passten und fanden mehrere Haufen Schotter. Die Kriminalpolizei hat nun entsprechende Ermittlungen eingeleitet.",https://polizei.brandenburg.de/pressemeldung/spuren-fuehren-zum-diebesgut/5432910,False,,[],[],[]
Mann randaliert in Wohnung,12.02.2025,"Cottbus, Cottbus","Äußerst aggressiv wehrte sich der Bewohner einer Wohnung in der Petersilienstraße gegen seine Zwangsräumung, deshalb wurde am Mittwochmorgen die Polizei zu Hilfe gerufen. Auch beim Eintreffen der Beamten beruhigte sich der Mann nicht, sondern bedrohte auch die Polizisten mit einem Messer.
Die musste den sogenannten ""Taser"" zu Hilfe nehmen, um den 32-Jährigen zu entwaffnen. Anschließend wurde er ins Gewahrsam gebracht. Beamte oder Unbeteiligte wurden nicht verletzt.",https://polizei.brandenburg.de/pressemeldung/mann-randaliert-in-wohnung/5432904,False,,[],[],[]
