Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted
Scheiben der Turnhalle besprüht,15.01.2019,"Fredersdorf, Märkisch-Oderland",Unbekannte Täter sprühten mit blauer Farbe zwei Hakenkreuze und eine SS-Rune an die Scheiben der Turnhalle in der Tieckstraße. Die Kriminalpolizei der Direktion hat die Ermittlungen zur Verwendung von Kennzeichen verfassungswidriger Organisationen aufgenommen.,https://polizei.brandenburg.de/pressemeldung/scheiben-der-turnhalle-besprueht/1320470,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",15.01.2019,[],[],[],[],"['hakenkreuze', 'verfassungswidriger']"
Schild beklebt,16.05.2023,"Schwedt/Oder, Uckermark","Am Abend des 14. Mai nahm die Polizei im Rohtabakweg eine Strafanzeige wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen auf. Unbekannte beklebten ein Verkehrsschild mit einem Sticker, welcher die ukrainische Flagge und ein Hakenkreuz zeigt und die Aufschrift „No German Weapons for Ukrainian Nazis“ beinhaltet. Nach der fotografischen Sicherung konnte der Aufkleber entfernt werden.",https://polizei.brandenburg.de/pressemeldung/schild-beklebt/3930706,brandenburg_police_results.csv,True,"['hakenkreuz', 'nazi', 'verfassungswidrig']",16.05.2023,[],[],[],[],"['hakenkreuz', 'nazis', 'verfassungswidriger']"
Schild eines Übergangswohnheimes beschmiert,08.04.2024,"Beeskow, Oder-Spree","Wie der Polizei am 06.04.2024 angezeigt wurde, haben noch Unbekannte das Schild eines Übergangswohnheimes in Neuendorf mit einem rassistischen Schriftzug sowie einer in der rechten Szene geläufigen Zahlenkombination beschmiert. Wer die Täter waren, wird nun vom polizeilichen Staatsschutz ermittelt.",https://polizei.brandenburg.de/pressemeldung/schild-eines-uebergangswohnheimes-beschm/4714850,brandenburg_police_results.csv,True,['rassis'],08.04.2024,[],[],[],[],['rassistischen']
Schimpftirade nun Sache der Polizei,29.11.2023,"Eberswalde, Barnim","In der Mittagszeit des 28.11.2023 saß ein 30 Jahre alte Mann in der Schorfheidestraße in seinem Auto und hörte Musik. Dies missfiel offensichtlich einem Passanten, der die Tür des Fahrzeuges öffnete und den aus Bosnien und Herzegowina stammenden Mann dann rassistisch beschimpfte. Nach ersten Erkenntnissen handelte es sich bei dem Wütenden um einen 70-jährigen Deutschen. Die Kriminalpolizei hat sich des Geschehens angenommen.",https://polizei.brandenburg.de/pressemeldung/schimpftirade-nun-sache-der-polizei/4422676,brandenburg_police_results.csv,True,['rassis'],29.11.2023,[],['70'],"['mann', 'mann']",[],['rassistisch']
Schläger rief auch noch Naziparole,18.02.2022,"Eisenhüttenstadt, Oder-Spree","Am Nachmittag des 17.02.2022 wurden Polizisten in den Archenholdring gerufen. Dort war ein 57-jähriger Mann gewaltsam gegen eine 69-Jährige vorgegangen, dass sie letztlich zum Telefonhörer griff und um Hilfe bat. Der Schläger musste die Wohnung verlassen, was ihn aber nicht davon abhielt, diese Aufforderung mit einer Naziparole zu beantworten. So wird er sich nun nicht nur wegen der Gewalttätigkeiten zu verantworten haben.",https://polizei.brandenburg.de/pressemeldung/schlaeger-rief-auch-noch-naziparole/3061524,brandenburg_police_results.csv,True,['nazi'],18.02.2022,[],"['57', '69']",['mann'],[],['naziparole']
Schlag gegen internationale Waffenhändler,23.03.2020,"Frankfurt (Oder), Überregional","Einsatzkräfte des Landeskriminalamtes haben bei Durchsuchungen im Rahmen eines von der Staatsanwaltschaft Frankfurt (Oder) geführten Verfahrens zahlreiche Waffen sichergestellt. Vorausgegangen war eine Information des österreichischen Bundesamts für Verfassungsschutz und Terrorismusbekämpfung (BVT) zum Verkauf von zwei russischen Maschinenpistolen an einen 56-jährigen Brandenburger. Dieser war der Polizei auch bereits wegen Verstoßes gegen das Waffengesetz bekannt.
Bei dem Versuch des 56-Jährigen aus dem Landkreis Märkisch-Oderland, Munition an einen 27-Jährigen aus dem Landkreis Oder-Spree zu verkaufen, hatten Spezialeinsatzkräfte der Polizei bereits am 1. März 2020 eingegriffen und die beiden Männer festgenommen. Bei der anschließenden Durchsuchung von Wohnungen und Fahrzeugen stellten Polizeibeamte insgesamt 28 Waffen sowie Munition sicher. Auch die beiden gesuchten Maschinenpistolen aus Österreich wurden dabei entdeckt. In der Wohnung des 27-Jährigen stießen die Beamten außerdem auf Nazidevotionalien wie z. B. einen Reichsadler mit Hakenkreuz, einen Aschenbecher mit SS-Ruhnen und Stahlhelme.
Im Verlauf der Bearbeitung des Falls konnten weitere Tatverdächtige ermittelt werden. Bei Durchsuchungen von Wohnungen und Fahrzeugen eines 19-Jährigen im Landkreis Märkisch-Oderland und eines 39-Jährigen im Barnim konnten Einsatzkräfte des Landeskriminalamtes am 17. März 2020 weitere Waffen, Waffenteile und Munition sicherstellen. So stießen die Ermittler unter anderem auf Maschinenpistolen, Trommelrevolver, Karabiner, eine Panzerfaust aus dem 2. Weltkrieg, verschiedene Granaten und Zünder sowie auf menschliche Knochen, vermutlich Bodenfunde aus dem 2. Weltkrieg. Auch bei den Waffen handelt es sich zumeist um alte Waffen und Waffenteile, deren Funktionsfähigkeit derzeit noch unklar ist.
Nach ihren umfangreichen Geständnissen wurden die Beschuldigten im Anschluss an ihre Vernehmungen nach Rücksprache mit der Staatsanwaltschaft wieder auf freien Fuß gesetzt, da keine Haftgründe gegen sie vorlagen.
Die Ermittlungen laufen weiter.",https://polizei.brandenburg.de/pressemeldung/schlag-gegen-internationale-waffenhaendl/1881104,brandenburg_police_results.csv,True,"['hakenkreuz', 'nazi']",23.03.2020,[],"['56', '56', '27', '27', '19', '39']",[],['schlagen'],"['hakenkreuz', 'nazidevotionalien']"
Schmierer am Werk gewesen,03.04.2020,"Schöneiche, Oder-Spree","Am Abend des 02.04.2020 wurden Polizisten in einen Garagenkomplex an Damesweg gerufen. Dort hatten noch Unbekannte an einer der Garagen Graffiti geschmiert. Auch ein Hakenkreuz hinterließen die Täter. Jetzt ermitteln Kriminalisten der Inspektion Oder-Spree/Frankfurt (Oder), wer sich da produzierte.",https://polizei.brandenburg.de/pressemeldung/schmierer-am-werk-gewesen/1900926,brandenburg_police_results.csv,True,['hakenkreuz'],03.04.2020,[],[],[],['graffiti'],['hakenkreuz']
Schmiererei an Autobahnbrücke,15.05.2025,"Nuthetal, Tremsdorf, L771, Potsdam-Mittelmark","Ein Zeuge hat der Polizei am Mittwochnachmittag gemeldet, dass an einer Autobahn-Unterführung der BAB 10 verfassungswidrige Symbole angebracht wurden. Die eingesetzten Polizeibeamten stellten ein Hakenkreuz sowie einen Schriftzug fest, der ebenfalls auf einen politischen Hintergrund schließen lässt. Die Schmierereien wurden unkenntlich gemacht. Es wurde eine Anzeige wegen Verwendens von Kennzeichen verfassungswidriger Organisationen aufgenommen. Der Schaden wurde auf etwa 500 Euro geschätzt. Die Ermittlungen führt der Staatsschutz.",https://polizei.brandenburg.de/pressemeldung/schmiererei-an-autobahnbruecke/5586243,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",15.05.2025,[],[],[],[],"['hakenkreuz', 'verfassungswidriger', 'verfassungswidrige']"
Schmiererei an Grundschule,22.09.2025,"Falkenberg, Elbe-Elster",Im Laufe des vergangenen Wochenendes wurde die Wand einer Grundschule in der Torgauer Straße mit einer rechtsextremen Botschaft beschmiert. Die Beseitigung der Graffiti auf einer Länge von zwei Metern wird mit mehreren hundert Euro zu Buche schlagen. Die Polizei hat Ermittlungen zu möglichen Tatverdächtigen eingeleitet.,https://polizei.brandenburg.de/pressemeldung/schmiererei-an-grundschule/5681838,brandenburg_police_results.csv,True,['rechtsextrem'],22.09.2025,[],[],[],"['graffiti', 'schlagen']",['rechtsextremen']
Schmiererei an Hausfassade,13.09.2023,"Eberswalde, Barnim",Die Fassade eines Einkaufscenters in der Potsdamer Allee besprühten bislang Unbekannte in der vergangenen Nacht. Mit roter Farbe waren heute Morgen ein Hakenkreuz und der Schriftzug „Heil Hitler“ in der Größe von etwa 110 x 50 cm vorzufinden. Nun ermittelt die Kriminalpolizei der Polizeidirektion Ost wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen.,https://polizei.brandenburg.de/pressemeldung/schmiererei-an-hausfassade-/4223619,brandenburg_police_results.csv,True,"['hakenkreuz', 'heil hitler', 'verfassungswidrig']",13.09.2023,[],[],[],[],"['hakenkreuz', 'heil hitler', 'verfassungswidriger']"
Schmiererei an Hauswand,06.08.2019,"Hosena, Oberspreewald-Lausitz",Unbekannte Täter beschmierten in der Nacht zum Dienstag eine Hauswand in der Wiesenstraße unter anderem mit zwei Hakenkreuzen auf einer Fläche von einem Quadratmeter sowie weiteren Zeichen und beleidigenden Worten in unterschiedlichen Farben. Die Gesamtschadenshöhe ist derzeit nicht bekannt. Die Kriminalpolizei ermittelt nun wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen.,https://polizei.brandenburg.de/pressemeldung/schmiererei-an-hauswand/1575189,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",06.08.2019,[],[],[],[],"['verfassungswidriger', 'hakenkreuzen']"
Schmiererei an Wahlplakat,16.08.2023,"Beeskow, Oder-Spree","Ein Wahlplakat, welches an einer Laterne der Radinkendorfer Straße angebracht worden war, beschmierten unbekannte Tatverdächtige am 15. August. Mit blauem Filzstift war ein Hakenkreuz von etwa 20cm Durchmesser auf den Aushang gemalt worden. Die Polizei fotografierte dieses, bevor das Plakat in Gänze abgenommen wurde. Weitere angegriffene Wahlplakate konnten im Umkreis nicht festgestellt werden. Die Kriminalpolizei der Direktion Ost ermittelt nun wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen in dieser Angelegenheit.",https://polizei.brandenburg.de/pressemeldung/schmiererei-an-wahlplakat/4154657,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",16.08.2023,[],[],[],[],"['hakenkreuz', 'verfassungswidriger']"
Schmiererei festgestellt,07.07.2022,"Fürstenwalde, Oder-Spree",Eine Zeugin informierte die Polizei am 06.07.2022 gegen 18:30 Uhr über eine Schmiererei auf der Fahrbahn im Tränkeweg im Bereich der dortigen Buswendeschleife. Mit schwarzer Farbe waren unterschiedliche Zeichen und Zahlen sowie ein Hakenkreuz durch Unbekannte auf die Fahrbahnoberfläche aufgebracht worden. Polizisten nahmen eine Anzeige auf und veranlassten die Beseitigung der Schmierereien.,https://polizei.brandenburg.de/pressemeldung/schmiererei-festgestellt/3322214,brandenburg_police_results.csv,True,['hakenkreuz'],07.07.2022,['18:30'],[],[],[],['hakenkreuz']
Schmiererei,26.04.2019,"Lübbenau, Oberspreewald-Lausitz",Vermutlich in der Nacht zum Freitag wurde an eine Bushaltestelle in der Beethovenstraße ein Davidstern sowie ein Hakenkreuz geschmiert. Der zuständige Bauhof wurde mit der Beseitigung beauftragt. Die Schadenshöhe ist nicht bekannt. Die weiteren Ermittlungen hat die Kriminalpolizei übernommen.,https://polizei.brandenburg.de/pressemeldung/schmiererei/1443948,brandenburg_police_results.csv,True,['hakenkreuz'],26.04.2019,[],[],[],[],['hakenkreuz']
Schmiererei,01.11.2019,"Cottbus, Cottbus",Vermutlich in der Nacht zum Freitag beschmierten Unbekannte eine Bushaltestelle im Windmühlenweg unter anderem mit zwei Hakenkreuzen in den Maßen von 80 x 60 Zentimetern in roter Farbe. Die Schadenshöhe ist nicht bekannt.,https://polizei.brandenburg.de/pressemeldung/schmiererei/1692882,brandenburg_police_results.csv,True,['hakenkreuz'],01.11.2019,[],[],[],[],['hakenkreuzen']
Schmiererei,04.12.2024,"Falkenhagen, Märkisch-Oderland","Einer Zeugin waren Schmierereien an einer Bühnenkuppel auf dem Sportplatz in Falkenhagen aufgefallen. Die unbekannten Schmierfinken hatten neben Schriftzügen wie „ACAB“ und „187“ auch ein Hakenkreuz aufgetragen. Wer das verfassungsfeindliche Symbol zu verantworten hat, ist nun Gegenstand der kriminalpolizeilichen Ermittlungen.",https://polizei.brandenburg.de/pressemeldung/schmiererei/5283582,brandenburg_police_results.csv,True,['hakenkreuz'],04.12.2024,[],[],[],[],['hakenkreuz']
Schmierereien,22.11.2019,"Frankfurt (Oder), Frankfurt (Oder)",Die Polizei erhielt am 21.11.2019 Kenntnis von Schmierereien an der Wand eines Parkhauses in der Franz-Mehring-Straße. Dort haben Unbekannte zwei Hakenkreuze in einer Größe von einem mal einen halben Meter aufgebracht. Der Schaden konnte noch nicht beziffert werden.,https://polizei.brandenburg.de/pressemeldung/schmierereien-/1721609,brandenburg_police_results.csv,True,['hakenkreuz'],22.11.2019,[],[],[],[],['hakenkreuze']
Schmierereien am Balkon,29.10.2020,"Prenzlau, Uckermark",Unbekannte haben in der Nacht zum 29.10.2020 auf die Balkonbrüstung einer Wohnung eines Mehrfamilienhauses im Robert-Schulz-Ring Schmierereien mit schwarzer Farbe aufgebracht. Dabei handelte es sich um unleserliche Texte und ein Hakenkreuz. Die Schmierereien erstreckten über ca. drei Meter. Der Schaden konnte noch nicht beziffert werden.,https://polizei.brandenburg.de/pressemeldung/schmierereien-am-balkon/2244148,brandenburg_police_results.csv,True,['hakenkreuz'],29.10.2020,[],[],[],[],['hakenkreuz']
Schmierereien am Bierzelt,02.05.2022,"Groß Schönebeck, Barnim","In der Nacht zum 1. Mai wurden der Polizei verfassungswidrige Schmierereien an einem Bierzelt und an einem Toilettenwagen auf dem Sportplatz angezeigt. Vier Hakenkreuze, eine Doppelrune, „Sieg Heil“ und „88“ waren mit schwarzer Farbe aufgetragen. Der Schaden beträgt ca. 500 Euro. Die Kriminalpolizei nahm die Ermittlungen zum Verwenden von Kennzeichen verfassungswidriger Organisationen auf.",https://polizei.brandenburg.de/pressemeldung/schmierereien-am-bierzelt/3194328,brandenburg_police_results.csv,True,"['hakenkreuz', 'sieg heil', 'verfassungswidrig']",02.05.2022,[],[],[],[],"['hakenkreuze', 'sieg heil', 'verfassungswidriger', 'verfassungswidrige']"
Schmierereien an Fassade,28.01.2025,"Cottbus, Cottbus","Die Polizei wurde am Montagmittag zu einem leerstehenden Gebäude an der Zuschka gerufen. Zeugen war aufgefallen, dass Unbekannte die Fassade ""verschönert"" hatten. Neben einem Hakenkreuz fanden sich auch Fanbekundungen zu einem lokalen Fußballverein in roter Farbe. Die Schadenshöhe muss noch ermittelt werden.",https://polizei.brandenburg.de/pressemeldung/schmierereien-an-fassade/5397601,brandenburg_police_results.csv,True,['hakenkreuz'],28.01.2025,[],[],[],[],['hakenkreuz']
Schmierereien an Mauer,15.11.2019,"Frankfurt (Oder), Frankfurt (Oder)","Die Polizei erhielt am 14.11.2019 Kenntnis von Schmierereien an einer Mauer einer Sportstätte im Buschmühlenweg. Dort haben Unbekannte einen Schriftzug und ein Symbol in einer Größe von etwa 1,80 mal 1,50 Meter aufgebracht. An der Rückseite der Mauer war ein weiterer Schriftzug der Größe ca. 80 cm mal einem Meter und ein Hakenkreuz sichtbar. Der Schaden konnte noch nicht beziffert werden. Die Kriminalpolizei hat die Ermittlungen übernommen.",https://polizei.brandenburg.de/pressemeldung/schmierereien-an-mauer/1711891,brandenburg_police_results.csv,True,['hakenkreuz'],15.11.2019,[],[],[],[],['hakenkreuz']
Schmierereien an Stützwand,07.01.2020,"Frankfurt (Oder), Frankfurt (Oder)","Die Polizei erhielt am 06.01.2020 Kenntnis von Schmierereien, die sich an einer Stützwand in der Walter-Korsing-Straße angebracht waren. Dort haben Unbekannte ein Teil eines Hakenkreuzes und Buchstaben in einer Größe von ungefähr zwei mal zwei Meter aufgebracht. Die Kriminalpolizei ermittelt nun wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen.",https://polizei.brandenburg.de/pressemeldung/schmierereien-an-stuetzwand/1778304,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",07.01.2020,[],[],[],[],"['hakenkreuzes', 'verfassungswidriger']"
Schmierereien an Toilettenhäuschen,30.05.2025,"Grünheide (Mark), Oder-Spree",In der Ernst-Thälmann-Straße wurde durch Unbekannte ein Toilettenhäuschen mit einem Hakenkreuz versehen. Die Polizei ermittelt seit dem 29.05.2025 wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen. Die Schmierereien ist bereits unkenntlich gemacht.,https://polizei.brandenburg.de/pressemeldung/schmierereien-an-toilettenhaeuschen/5597739,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",30.05.2025,[],[],[],[],"['hakenkreuz', 'verfassungswidriger']"
Schmierereien angezeigt,15.05.2025,"Cottbus, Cottbus","Der Polizei wurde am Mittwochnachmittag eine Schmiererei mit offensichtlich homophoben Inhalt angezeigt. Unbekannte hatten den Schriftzug in einer Größe von 80 mal 40 Zentimeter an einem Fenster einer Beratungsstelle in der Marienstraße hinterlassen.
Die Polizei leitete weiterführenden Ermittlungen ein und veranlasste die Beseitigung.",https://polizei.brandenburg.de/pressemeldung/schmierereien-angezeigt/5586226,brandenburg_police_results.csv,True,['homophob'],15.05.2025,[],[],[],[],['homophoben']
Schmierereien auf dem Friedhof,20.05.2025,"Stadtgebiet, Brandenburg an der Havel",Am Montagnachmittag wurde der Polizei eine Schmiererei gemeldet. Unbekannte Täter trugen auf der Innenseite eines Friedhofeingangs Symboliken verfassungswidriger Organisationen in der Größe 30 cm x 30 cm und 100 cm x 100 cm auf. Die Symboliken wurden durch einen Verantwortlichen entfernt. Die eingesetzten Beamten nahmen eine Anzeige wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen auf.,https://polizei.brandenburg.de/pressemeldung/schmierereien-auf-dem-friedhof/5589835,brandenburg_police_results.csv,True,['verfassungswidrig'],20.05.2025,[],[],[],[],['verfassungswidriger']
